Gene ID	ZT_15_30: LogFC	ZT_15_30: FDR	ZT_0_15: LogFC	ZT_0_15: FDR	ZT_5_45:LogFC	ZT_5_45:FDR	ZT_11_15:LogFC	ZT_11_15:FDR
LEPRE1	-0.114655358	0.942061925	0.083447367	0.922645488	0.337782139	0.788239069	0.184592951	0.886030295
LEPREL1	0.14219908	0.942350037	-0.288604943	0.75030607	-0.443981297	0.788239069	-0.505939029	0.633637735
LEPREL2	1.444028381	0.336268757	0.644797906	0.649662339	0.936106644	0.641485208	0.64896332	0.752376069
LEPREL4	1.268952092	0.529954106	0.400550407	0.804313675	0.582943175	0.848509574	-0.746310808	0.755141492
LEPROT	-0.00076413	1	0.072435557	0.838651965	0.047236063	0.966868523	-0.061470153	0.927720647
LEPROTL1	-0.216222459	0.709777202	-0.312490399	0.316180757	-0.033959949	0.985291528	-0.230696676	0.657145971
LETM1	-0.283750629	0.701995492	0.196997638	0.718402667	-0.416150274	0.540379535	-0.207402587	0.798913982
LETM2	0.097784604	0.960012241	-0.63641065	0.381913035	1.060362579	0.295713656	0.697736347	0.532749367
LETMD1	-0.47676123	0.125335193	-0.391587141	0.104513343	-0.400877113	0.259777493	-0.334467884	0.32308385
LFNG	-0.792831335	0.476592706	-0.406310412	0.643507164	0.017151637	1	-0.284101938	0.872651725
LGALS1	0.122870639	0.910136222	0.38012986	0.343350147	-0.003634276	1	0.047200299	0.976564613
LGALS12	-0.696478983	0.376588338	-0.202197849	0.792426413	-0.808385281	0.278246596	-0.765326489	0.234842898
LGALS17A	-0.095749853	0.992354434	3.149387878	0.254132774	-0.084446175	1	2.319368755	0.560932665
LGALS2	0.436352605	0.932941202	-0.804762129	0.709439347	1.24909662	0.740925041	-0.755833277	0.836983278
LGALS3	-0.162187361	0.81918716	-0.088153066	0.856482125	-0.117049729	0.922749829	-0.108718347	0.900560066
LGALS3BP	0.46694155	0.276494598	0.539304837	0.05918241	0.307907778	0.61138879	0.52518976	0.127689951
LGALS4	-1.338371296	0.484373911	-1.213970674	0.337011424	-0.036632413	1	0.424377217	0.894181566
LGALS8	0.299549557	0.399526384	0.276673956	0.246822754	0.326283027	0.371317614	0.347337901	0.224544357
LGALS9	0.774713206	0.688034294	0.211795456	0.899424806	0.111917308	0.986245048	0.604963979	0.767304464
LGI1	-0.791396554	0.892769478	0.565785787	0.8541926	2.655049424	0.452021115	1.400557225	0.69390924
LGI2	1.297995556	0.16999488	1.394257387	0.042760026	0.871826904	0.500536277	0.563294026	0.671017278
LGI4	-0.071207176	0.974185338	-0.080187287	0.942540984	-0.487083171	0.720080435	-0.729097014	0.389864942
LGMN	0.827404644	0.243366793	1.172603853	0.013602129	0.820377197	0.276597552	0.511893644	0.540203454
LGR4	-0.325419664	0.565763146	-0.040036446	0.944389678	0.06185958	0.97094273	0.003711339	1
LGR5	0.316333185	0.960607875	-1.338527057	0.630223465	-1.982658907	0.69418655	1.061981697	0.828829338
LGR6	2.538526553	0.549720861	-2.587559572	0.379143989	0.958918759	0.92361422	0.622946699	0.938957716
LGTN	-0.167158584	0.784768924	-0.198628861	0.555992557	-0.039161452	0.97851962	0.011105981	0.998349492
LHCGR	0.737731591	0.54203942	1.51732449	0.022357209	0.554396027	0.754045477	0.450634384	0.752429573
LHFP	-0.08568517	0.933314808	0.047790342	0.932045074	0.082588906	0.95496064	0.060177587	0.958393686
LHFPL2	0.300347976	0.692619414	0.782587392	0.02953005	0.396090237	0.604006421	0.32249601	0.634885606
LHFPL4	-0.0837495	0.983954294	-0.658215104	0.726125626	-0.761079667	0.863686821	0.401998159	0.921887679
LHPP	0.374464917	0.817982165	0.428867772	0.632759886	-0.046886727	0.996887759	-0.194290466	0.926574703
LHX2	0	1	1.259499733	0.665514875	-2.733150539	0.670488138	-3.775606305	0.45456463
LHX4	0.701209213	0.81610598	-0.037365467	0.995643658	0.374484368	0.934371614	-0.427227182	0.896466924
LHX6	-0.210311395	0.924518904	0.874165476	0.244982806	0.684787999	0.653218336	-0.064503262	0.9874142
LIAS	-0.427298811	0.568113873	-0.187937252	0.755574865	-0.400639032	0.668078473	-0.342753703	0.657624089
LIF	0.066930733	0.992354434	-1.109492543	0.59817649	0.625854957	0.926251351	-0.143149425	0.990885304
LIFR	0.010350852	0.994282365	-0.317835962	0.43459507	0.052300944	0.976840824	0.140856091	0.882349745
LIG1	-0.011753328	0.995940581	-0.195795742	0.855531388	-0.306777017	0.904967355	-0.082507665	0.977248108
LIG3	0.165600718	0.896206548	0.189998447	0.764702186	0.026697502	0.998986373	-0.153276056	0.89891785
LIG4	0.192835714	0.778425637	0.17188783	0.684102993	0.190788864	0.832534338	0.274009486	0.603564411
LILRA1	-1.388254748	0.643324191	-1.590603962	0.374719423	-0.302102564	0.970171505	-0.109579589	0.993922888
LILRA2	-0.194574049	0.970580861	-1.365505262	0.440561744	0.622573599	0.914336882	0.466183652	0.91740619
LILRA3	-0.497423228	0.943521779	-1.101023501	0.736142836	-0.067151823	1	0.107644812	0.997247759
LILRA5	2.025044804	0.578150517	-1.013472359	0.702446444	-0.930264928	0.883967027	0.253223349	0.975722076
LILRA6	-0.047519814	0.991877858	0.026010865	0.998202015	0.653765161	0.831357214	0.307119051	0.923114344
LILRB1	-0.658066468	0.798459539	-0.521476529	0.755574865	0.177075623	0.975695006	0.809415035	0.713127185
LILRB2	-0.394849007	0.876926099	-0.668004889	0.562258563	0.542248324	0.840025802	0.20549265	0.949465763
LILRB3	-0.165104981	0.968369772	-1.192242873	0.393161748	0.317637827	0.956053329	0.022138144	1
LILRB4	0.934820258	0.550010889	1.082952196	0.260983515	-0.023301892	1	1.490396164	0.172121416
LILRB5	0.565967989	0.612176283	1.093271984	0.059825153	0.909999843	0.348909031	-0.026339673	0.998349492
LIMA1	0.070008178	0.942061925	0.313288707	0.345133112	0.204429758	0.804745555	0.054365143	0.961356937
LIMCH1	0.568994878	0.476592706	0.686459765	0.163084564	0.501803034	0.602509282	0.474403512	0.549150903
LIMD1	-0.113865346	0.918248351	-0.239153675	0.590134759	-0.047837681	0.979612999	-0.234964883	0.731124589
LIMD2	-0.361492988	0.864468123	-1.678886515	0.027230225	0.013703126	1	0.2246433	0.927720647
LIME1	-0.172358242	0.978881884	-1.458833446	0.457360401	-0.392339298	0.968429778	-0.498859193	0.941628948
LIMK1	0.630034849	0.728780227	0.670031446	0.512148825	0.278362196	0.94320047	0.599150642	0.718925846
LIMK2	-0.327489813	0.780914849	-1.033618495	0.034285616	-0.525607571	0.620541118	0.206032787	0.88522275
LIMS1	-0.079571451	0.924518904	0.073536185	0.863615497	0.065603067	0.957793065	0.18145303	0.723299883
LIMS2	0.047900017	0.976415208	0.238508811	0.700643189	-0.26909601	0.831357214	-0.130075743	0.921634298
LIMS3_dup2	-0.159847644	0.924518904	-0.009824311	0.998557094	0.06945635	0.981343301	0.178706764	0.905357118
LIMS3-LOC440895_dup2	-0.159898728	0.924518904	-0.025204392	0.986829612	0.085679486	0.974645349	0.178539749	0.906235678
LIN28A	-0.112545855	0.990150182	-1.8850291	0.445325252	-1.083986976	0.877587155	0.646232886	0.920342091
LIN37	-0.056962289	0.975862345	-0.209627925	0.786033297	0.297533871	0.837264539	0.302608433	0.773935315
LIN52	-0.075771404	0.951533109	-0.435221638	0.33007079	-0.470384441	0.529996053	-0.131958416	0.914089476
LIN54	-0.156199174	0.848956368	0.08193351	0.872296365	0.01354821	1	-0.034532422	0.981430576
LIN7A	-1.010272747	0.220533508	-1.26613492	0.02466842	-0.964557388	0.261875607	-0.957187009	0.202241417
LIN7B	-0.06287764	0.98180394	-0.368284544	0.70240992	-0.00589139	1	1.278641716	0.197271093
LIN7C	-0.102289719	0.860469	-0.205268291	0.427591359	-0.163628435	0.775471341	0.11286254	0.830675798
LIN9	-0.897679788	0.379791157	-0.524539909	0.466579942	-0.285362646	0.901927572	0.287896609	0.863755408
LINGO1	-0.115015006	0.987482792	0.349381575	0.916066549	-0.664954031	0.936523261	0.188591477	0.985801931
LINGO2	0.564743559	0.94838223	-2.406367914	0.473335856	-1.806882261	0.819567815	1.086164844	0.882588641
LINGO4	-1.823431527	0.565763146	-2.68772551	0.220708416	-1.948328573	0.669966983	-0.649821629	0.899558569
LINS	-0.434609782	0.612176283	-0.392674771	0.465552367	0.332460507	0.788239069	-0.197991366	0.868817768
LIPA	0.587620034	0.667354947	0.866314288	0.256383112	-0.825048375	0.53201045	0.401773732	0.797542947
LIPC	-1.551054726	0.526911962	-0.333380203	0.882581264	0.881264779	0.858463255	0.517859328	0.894181566
LIPE	-0.184679302	0.775918574	-0.070522767	0.885634459	-0.417022402	0.374106168	-0.021204247	0.993594687
LIPF	0	1	-0.660416011	0.87831524	-0.397968079	0.976840824	-1.484795718	0.808726806
LIPG	1.755427153	0.406743825	1.026207721	0.620703375	3.772314981	0.051854695	0.489999347	0.905357118
LIPH	-0.685109758	0.930104119	-0.70502559	0.846369853	-2.166463044	0.692342146	1.170167745	0.832053979
LIPI	1.093313374	0.85350492	-0.47371352	0.899938588	-0.424679455	0.97118782	-0.527113769	0.941872193
LIPJ	-0.492531877	0.943521779	0.00196421	1	-1.698896231	0.775471341	1.077870967	0.840389415
LIPM	3.678062699	0.526062089	2.457378148	0.601807519	0.298009127	0.991887351	3.227673889	0.53284198
LIPN	-1.774944252	0.739775516	-2.402270889	0.412362929	0.314449926	0.98264996	-0.562520301	0.946999308
LIPT1	-0.516772795	0.30565935	-0.278658156	0.493829895	-0.024782833	0.996887759	-0.354277343	0.510781846
LIPT2	-0.118971871	0.982844518	-0.884414245	0.63376382	-0.463832419	0.943297626	-0.06567535	0.997717385
LITAF	-0.441382099	0.550755825	-0.538973909	0.22748984	-0.354745033	0.723555374	-0.289665403	0.7324534
LIX1	-2.287545643	0.499284419	-2.538462421	0.231869618	-0.247073453	0.983644977	-1.212301937	0.781971471
LIX1L	-0.019691937	0.987482792	-0.28849883	0.47201589	0.091709291	0.954618463	-0.109979322	0.914089476
LLGL1	0.265866516	0.833562203	0.2131271	0.789002816	0.311596568	0.834077254	0.432472506	0.61251017
LLGL2	-0.366027102	0.933314808	-0.333746019	0.859610928	1.464119069	0.561196322	0.541056782	0.886030295
LLPH	-0.382448115	0.654099946	-0.317950828	0.572818506	0.01000416	1	-0.327706731	0.69682527
LMAN1	-0.057258833	0.937808479	0.085998412	0.798320882	-0.066731783	0.944956756	-0.077649303	0.905175308
LMAN2	0.104578857	0.912302828	0.006182886	0.998557094	0.209693171	0.818392048	-0.043431659	0.974677513
LMAN2L	-0.03310518	0.98050306	-0.248634208	0.587030577	-0.257946388	0.783378605	0.065560655	0.960945425
LMBR1	-0.240667446	0.595705207	0.066489526	0.872329253	-0.078014219	0.94334765	-0.202486447	0.658982776
LMBR1L	0.112372173	0.937903368	-0.109437626	0.868996444	-0.104096546	0.957793065	-0.080779244	0.957423987
LMBRD1	-0.021629417	0.985806013	0.165599442	0.742855148	-0.033779315	0.990067484	-0.028585476	0.990924964
LMBRD2	0.299483825	0.605658966	0.358658731	0.296459521	0.27595013	0.706757202	-0.005243721	1
LMCD1	-0.140429336	0.903360883	-0.016906066	0.989644839	0.19721338	0.873015165	0.337637035	0.611093861
LMF1	-0.132457244	0.939331511	-0.091292562	0.922645488	0.111931476	0.968429778	0.36936552	0.723962446
LMF2	-0.452644095	0.632226231	0.278327577	0.689768042	-0.509414706	0.602834625	-0.129647724	0.936428461
LMLN	0.388301619	0.513826526	0.257968651	0.534261015	0.226812531	0.818290889	0.31637924	0.584259848
LMNA	0.098037164	0.934720414	0.360825115	0.380055813	0.0317	0.993211967	0.101376136	0.928035902
LMNB1	-0.558329973	0.829975979	-1.216500274	0.296964855	-0.744141781	0.801396812	0.393150301	0.897706256
LMNB2	0.443777363	0.752348104	-0.678745326	0.388773396	0.142544954	0.966868523	-0.110913415	0.964172103
LMO2	-0.050427306	0.967322647	-0.194041364	0.700435828	0.176071506	0.884320527	0.205312159	0.796869838
LMO3	0.023704633	0.985658233	0.019463882	0.984382687	-0.246245592	0.794760511	-0.254943113	0.702123204
LMO4	-0.081153776	0.931761018	0.485448564	0.082982273	0.142006777	0.878225686	-0.012343975	0.998349492
LMO7	0.015714503	0.993686128	0.226792162	0.756073773	0.408427193	0.753941088	-0.083508869	0.96771091
LMOD1	0.676605846	0.533612771	0.736231079	0.280001708	0.301336548	0.887877706	0.711408932	0.467591121
LMOD3	-0.776135656	0.597621792	-0.331083111	0.779265374	0.186876486	0.96386151	-0.922405015	0.427581128
LMTK2	-0.060866332	0.94726614	-0.199676643	0.598473888	0.022861598	0.996022312	0.084126561	0.926110574
LMX1A	-0.118597537	0.97785579	-0.018914973	0.998557094	0.599406744	0.857975435	1.506231366	0.38913864
LNP1	-0.046093005	0.985806013	-0.317679901	0.757911989	-0.325315087	0.898634975	0.340343008	0.843318966
LNPEP	0.108068063	0.85350492	0.190769983	0.481119164	0.135712488	0.836750148	0.112551706	0.836983278
LNX1	-0.334466969	0.750992698	-0.338055684	0.586380052	-0.372898617	0.753259445	-0.439535674	0.584259848
LNX2	-0.407299705	0.522467256	-0.631051423	0.068982383	0.088155169	0.959457186	0.08657699	0.946062107
LOC100009676	0.483416712	0.691912356	0.085573804	0.939365585	0.280682014	0.898191829	0.574849294	0.584259848
LOC100093631_dup2	0.036651932	0.969314503	0.200193827	0.547425126	0.178541724	0.81902021	0.018696813	0.994523232
LOC100101266	0.005805858	0.999800888	-0.436163884	0.799759991	-0.294369471	0.95500504	-0.524410664	0.855774392
LOC100101938	-0.225150473	0.967247809	-0.452731961	0.869586344	0.04144049	1	-1.265117674	0.66258684
LOC100124692	-2.27538983	0.599562085	-5.376587002	0.032168194	-1.705202124	0.773035649	-0.421281522	0.958976591
LOC100125556	1.194500678	0.801704562	1.436021523	0.593927537	-0.746988077	0.934205689	-0.040884606	1
LOC100126784	-0.748435354	0.790078197	-0.443978371	0.821370324	1.162385565	0.706605646	0.006950831	1
LOC100127888	1.007912065	0.886977346	2.303486043	0.377937861	0.352252696	0.976840824	2.374628706	0.532749367
LOC100127983	0.290584457	0.90455384	0.193485924	0.886911594	0.02932021	1	0.389640143	0.831791475
LOC100128003	0.018614981	0.995385949	0.379594725	0.722666409	0.195750986	0.956626465	0.760733485	0.603023894
LOC100128023	0.064427347	0.995761806	-0.633328865	0.868283228	1.089985773	0.894232653	-0.139382368	0.996500401
LOC100128054	0.150271961	0.959352533	0.142086429	0.935691188	1.140540696	0.552797288	1.415004558	0.393994122
LOC100128071	0.738229051	0.851379537	-0.824421617	0.757284358	-1.038783931	0.820883277	-0.090008242	0.995720366
LOC100128081	0.382344894	0.949120106	-0.938381395	0.745584347	-0.546417203	0.946127005	1.717119486	0.622108447
LOC100128164	0.052515833	0.984600004	0.519793073	0.561773812	0.17780538	0.96079561	0.531583192	0.700089821
LOC100128191	-0.425590536	0.851595801	-0.666325389	0.479829159	-0.001341077	1	-0.460107818	0.795744931
LOC100128239	-1.189007911	0.752348104	-0.668551357	0.770966333	0.193112563	0.985344266	-2.47112858	0.290192342
LOC100128252	0.500789133	0.538080641	0.4415534	0.412087518	0.456580891	0.638213476	0.366592147	0.680338247
LOC100128288	-0.313527014	0.770123602	0.217837824	0.755783002	-0.281888537	0.83479428	-0.543087868	0.444475704
LOC100128292	0.040114368	0.99301372	-2.1183513	0.153485941	-0.007302213	1	0.795654631	0.770767663
LOC100128338	1.193365263	0.776912158	0	1	-3.838746096	0.242781019	-1.942158876	0.584259848
LOC100128361	0.196303803	0.936860861	0.221940368	0.8541926	-0.122423019	0.976327462	0.003646506	1
LOC100128398	-0.432788658	0.730194762	0.395711169	0.649662339	-0.288730915	0.892197952	0.076988039	0.977842742
LOC100128505	-0.503928083	0.908841455	-0.561493447	0.799786924	0.143598789	0.990118026	-0.867057496	0.7826252
LOC100128640	-1.254528548	0.562672967	-0.276528209	0.873589455	-0.228687142	0.968398099	-0.114860596	0.979221538
LOC100128788	0.319822522	0.958393739	-0.661446753	0.820246075	-0.850719342	0.891296807	-0.577757487	0.910420366
LOC100128822	-0.382793501	0.752348104	-0.455732095	0.495724236	-0.162675238	0.952178866	-0.603273088	0.508740329
LOC100128881	1.829384202	0.594003661	-0.568961534	0.830193628	0.018330801	1	-1.290493729	0.660062748
LOC100129034	0.029466945	0.963457782	0.151107712	0.531617073	0.24958526	0.467943749	0.193716425	0.544791425
LOC100129046	0.197984707	0.933079963	0.88327995	0.243121996	-0.120978791	0.972665968	-0.492576069	0.689418585
LOC100129083	-1.532549439	0.765582491	-1.826449656	0.507360039	1.372332139	0.83479428	-1.025819498	0.84947536
LOC100129148	-0.503767174	0.46405092	-0.520306532	0.258513623	-0.077740835	0.971721657	-0.615920658	0.266916843
LOC100129196	-0.658222042	0.845423168	-0.424183765	0.843100227	-0.438785164	0.944956756	0.477500205	0.926167671
LOC100129250	0.210812656	0.922566424	-0.421968662	0.617431522	0.518170776	0.766143632	0.643281525	0.576531763
LOC100129269	1.044056893	0.89229298	-3.031547799	0.269328808	0.02903484	1	-0.625808189	0.946062107
LOC100129316	-2.062233262	0.626326008	-0.337198723	0.929768902	0.345757779	0.975695006	-0.096290307	0.998349492
LOC100129361	0.196493425	0.864468123	0.109429732	0.878878515	-0.1811724	0.914336882	0.141570143	0.909868918
LOC100129387	-0.517401217	0.532589082	-0.440670584	0.417922242	-0.461949106	0.654669656	-0.528217939	0.470953087
LOC100129480	-1.962649677	0.44384369	0.59224783	0.744066634	-0.265608804	0.967606304	-1.09209172	0.636063541
LOC100129518	0.244271246	0.930104119	0.265907829	0.838651965	-0.497251195	0.822195179	0.151719466	0.958393686
LOC100129534	0.062558122	0.990081139	-0.036379342	0.996061622	1.021673223	0.759769666	-1.411366278	0.44935045
LOC100129550	0.146967607	0.875658868	0.131743859	0.788512867	0.147312579	0.901598025	0.446613673	0.339610865
LOC100129637	-0.013711626	0.995385949	-0.05899561	0.950261868	0.162321703	0.943297626	0.207672956	0.895627361
LOC100129716	0.115265628	0.979058737	-0.091349256	0.971762496	0.119731733	0.98857046	-0.047358017	0.998349492
LOC100129726	0.633942265	0.86261388	-0.053632276	0.991877315	1.231022713	0.713161629	0.246483074	0.958442313
LOC100129794	-0.515725774	0.744574085	-0.46591651	0.584460171	-0.671749958	0.673726616	-0.844021132	0.409010651
LOC100129827	-0.430622826	0.880884197	0.228815395	0.914456399	0.610101249	0.87050387	0.384101883	0.902282051
LOC100129858	0.234533765	0.948164958	0.736832217	0.646877076	0.11925499	0.988165635	-0.180658681	0.968028229
LOC100129917	-0.850486677	0.717837527	-0.597200168	0.662067845	-0.452468796	0.922749829	-0.082397245	0.992656041
LOC100129931	0.165488154	0.820707048	-0.097760258	0.843017162	0.210256194	0.801396812	0.059491127	0.958393686
LOC100129961	-0.291523993	0.923850494	-0.460791814	0.743970404	0.24407154	0.966231921	-1.46846947	0.273809346
LOC100130015	0.485333759	0.744501361	0.272971416	0.785418659	-0.145926221	0.968429778	0.639932605	0.588041367
LOC100130093	-0.0475604	0.992354434	0.641672683	0.7401084	-0.065391146	1	0.775545683	0.802942811
LOC100130148	-0.059434977	0.992354434	0.416314879	0.838564063	1.191442215	0.782549796	1.132681891	0.626048626
LOC100130264	0.883007734	0.559264451	0.291035535	0.85344482	0.65100473	0.759063112	0.698944752	0.645472149
LOC100130298	-1.174774351	0.847942312	-0.829795585	0.826451631	-0.410989221	0.972892521	-0.392247996	0.963406451
LOC100130301	0.085580484	0.994019339	-1.302587052	0.638788341	-1.640567526	0.760738873	0.106768643	0.997039145
LOC100130522	0.33848766	0.942061925	0.15925821	0.953644265	0.825467908	0.854401731	1.523749736	0.584259848
LOC100130557	-0.389969337	0.745362415	-0.466241248	0.480026053	0.388381474	0.809071536	-0.154541457	0.929403865
LOC100130581	0.093849643	0.971977203	-0.193922198	0.869086472	-0.27806094	0.929141769	-0.128067342	0.962818347
LOC100130633	-0.143629294	0.778387596	-0.038898045	0.924201742	0.091170661	0.919382064	-0.191634273	0.636063541
LOC100130691	0.278381281	0.730151951	-0.07538513	0.906708159	0.264882827	0.788239069	0.099091637	0.929988046
LOC100130705	-1.181736797	0.616874378	1.75065352	0.214813821	0.634766373	0.877381199	-0.302971998	0.946199722
LOC100130776	0.736000899	0.772890945	1.113553794	0.393040258	0.807707044	0.812873118	-0.434973012	0.893637048
LOC100130855	-0.605633335	0.292885081	-0.199751457	0.730987055	-0.228065717	0.861633275	-0.082785315	0.954347437
LOC100130872	0.10496675	0.96816676	-0.485627342	0.647747133	0.165321126	0.966231921	-0.383660492	0.820650226
LOC100130890	0.165249396	0.93538708	-0.407188214	0.594953547	0.838920519	0.389346075	0.361597658	0.775836189
LOC100130894	-0.127058536	0.968369772	0.02677756	0.997045968	-0.354622381	0.929141769	0.26628012	0.92460163
LOC100130932	-0.136862408	0.970580861	-0.237755126	0.892456551	-0.058154907	0.999385453	0.983391676	0.639011954
LOC100130933	0.437193279	0.948164958	0.716890553	0.787033747	0.014538145	1	-0.656922504	0.919482017
LOC100130950	-0.641597958	0.748565049	-0.623132288	0.594679094	-0.221156185	0.956626465	-0.636452396	0.709339862
LOC100131060	-0.894001867	0.904702432	-2.267454358	0.379688648	-1.753668086	0.788239069	-0.397825573	0.963006592
LOC100131067	0.157571739	0.93538708	-0.428851313	0.538063432	-0.000460421	1	0.316631888	0.803702136
LOC100131176	-1.036899287	0.614733681	-1.65464324	0.140674554	-1.480123049	0.444233452	-0.646864143	0.791329698
LOC100131193	0.372073552	0.812997763	0.257154448	0.82048333	-0.745030381	0.629294058	-0.274181126	0.872156556
LOC100131199	0.582452967	0.758976652	-0.163376212	0.91137642	0.910337399	0.598352875	0.138792418	0.968507995
LOC100131257	-0.831081809	0.887704191	-0.619523892	0.830878481	-1.120140262	0.873678906	-0.894023643	0.850479678
LOC100131347	0.368792801	0.908841455	0.461604219	0.769625957	-1.15974553	0.598352875	-0.766152506	0.725268434
LOC100131434	0.044160615	0.982844518	0.318996126	0.653918564	-0.237631685	0.896650071	-0.304423743	0.787242914
LOC100131496	0.166457029	0.964995931	0.502392838	0.738609843	-0.311257833	0.945871287	0.63116577	0.783168594
LOC100131551	-0.355449099	0.916246981	0.040175999	0.993867372	-0.214346796	0.97118782	-0.604555313	0.820509616
LOC100131564	-0.06394381	0.94902571	-0.23898665	0.541973169	-0.083336921	0.956389811	-0.328081312	0.522825618
LOC100131691	-1.094371967	0.518693322	-0.092406302	0.955987899	0.506530563	0.861680899	-0.164149454	0.960363365
LOC100131801	-0.013578753	0.995385949	-0.231278504	0.769379882	-0.733945222	0.442987301	0.057714179	0.983449475
LOC100132077	1.35172077	0.762271258	1.60500094	0.394314016	-0.587630335	0.929141769	0.994313679	0.820509616
LOC100132111	4.467804522	0.054750783	-0.109875323	0.971572742	-0.177268251	0.981170564	-0.783787244	0.802942811
LOC100132146	-0.060624897	0.995385949	1.865661792	0.465552367	0.211910229	0.989900795	1.148263637	0.765807181
LOC100132163	-0.494580001	0.654640334	-0.118860775	0.907849551	-0.190166595	0.94320047	-0.485356456	0.631750416
LOC100132215	-0.015387328	0.992354434	0.466284083	0.320988684	-0.108109779	0.95643212	-0.13718599	0.909616669
LOC100132247	-0.038153761	0.985806013	0.068520098	0.949797502	-0.188580099	0.943297626	0.21922003	0.900221958
LOC100132273	-0.68999051	0.859622832	-0.131191387	0.960402925	-0.568109553	0.915950724	-0.113933977	0.98854822
LOC100132288	-0.295781965	0.916833779	0.172056869	0.910808544	-0.239809161	0.953348628	-0.09401103	0.981605809
LOC100132352	1.041279056	0.399526384	-0.085511646	0.942691473	0.248082398	0.932047968	0.39205426	0.780729051
LOC100132356	-0.550069189	0.776912158	0.222170641	0.87579786	-0.041994479	1	-0.339638442	0.878377569
LOC100132707	0.0869552	0.93538708	0.03999924	0.944115311	-0.296675546	0.672106229	0.128472821	0.877155668
LOC100132715	-1.092440579	0.400107784	-0.879975673	0.381294296	-1.014318702	0.616332836	-0.427001945	0.834711636
LOC100132724	-0.1043975	0.976415208	0.202339467	0.900085663	0.62576965	0.817656198	0.46450915	0.841611738
LOC100132741	-0.023882977	0.995636409	0.590134485	0.81968357	1.298798096	0.759368614	-0.774796794	0.824258754
LOC100132774	0.458833723	0.895170617	0.618907165	0.719485648	1.837294281	0.29511138	-0.071653508	0.994988829
LOC100132832	-0.224915948	0.942061925	0.180482495	0.91471464	0.647151192	0.820883277	-0.322228702	0.91311482
LOC100132891	1.047366309	0.126656874	1.198935689	0.018597881	0.761364762	0.397970184	0.717480075	0.352684796
LOC100132963	1.630319428	0.703357799	1.405800788	0.61029477	-0.460002679	0.966231921	-0.045067214	0.998349492
LOC100133091	0.048982907	0.992354434	-0.012540523	1	1.724875452	0.654669656	-0.61289151	0.803702136
LOC100133308	-0.780216932	0.919578709	-0.674286467	0.86435278	0.71951255	0.944949719	-1.098348801	0.8513953
LOC100133315	-0.119068366	0.956918515	-0.02718211	0.992265118	-0.049663594	0.996887759	-0.438338802	0.756705997
LOC100133331_dup2	0.104174881	0.985439818	-0.608060724	0.81239203	-0.721016425	0.889503311	0.465327482	0.921634298
LOC100133957	-0.478494002	0.806467513	0.119095748	0.944016408	-0.345745733	0.925048691	-1.123600404	0.428460992
LOC100133985	-1.368500828	0.670522111	1.047160108	0.650031746	0	1	2.093323342	0.437631133
LOC100133991	0.7236613	0.616874378	-0.129304488	0.922508912	-0.032878769	1	0.098623154	0.978498156
LOC100134229	-0.351032197	0.818467256	0.200856443	0.851163318	0.338967976	0.874220884	-0.224764524	0.908003507
LOC100134259	-0.247161853	0.936233064	0.305446049	0.839043056	0.163417699	0.97118782	0.421269102	0.846810428
LOC100134713	0.769861246	0.673219152	0.172473689	0.91886623	0.584943357	0.820883277	-0.025685115	0.998349492
LOC100144603	0.510010499	0.876926099	-0.381140552	0.855241975	0.394353522	0.944008826	-0.131073292	0.981605809
LOC100170939	2.251353429	0.568113873	-1.917367243	0.439778124	-0.000126101	1	-1.754154648	0.622409891
LOC100188949	-0.573288629	0.857328499	-1.435848384	0.253821528	0.476748952	0.922749829	-0.442950883	0.907873346
LOC100190938	-0.469078199	0.593120907	-0.445721701	0.416226747	-0.267468307	0.857975435	-0.830375679	0.129578572
LOC100190939	-0.113739587	0.966599223	-0.264016983	0.867855004	-0.620767025	0.801396812	0.069286743	0.990492922
LOC100192204	0.785637206	0.781874907	0.746222374	0.721701933	0.526928455	0.908836586	-0.215710319	0.968212329
LOC100192378	-0.28936266	0.906179151	0.367506941	0.781353445	0.035705254	1	-0.799271935	0.624780996
LOC100192426	-0.118852326	0.978255914	-0.26839024	0.888188993	-0.867389051	0.753941088	-0.483828865	0.906871878
LOC100216001	-1.206612715	0.823870348	-0.02206929	1	-1.308707877	0.81902021	0	1
LOC100216545	0.475004638	0.397346076	0.077722158	0.900428723	0.34011463	0.653218336	0.006726717	1
LOC100233209	0.154998793	0.951282989	-0.284155145	0.81398656	0.39282854	0.877587155	0.805323902	0.530357335
LOC100240735	0.285604711	0.940449147	0.352055508	0.859596077	-0.143333983	0.985291528	-0.583406526	0.861913692
LOC100268168	-0.106545417	0.985658233	-0.531382021	0.808566086	0.735987512	0.868200128	-0.221324036	0.968507995
LOC100270710	0.429815957	0.655098606	0.608649421	0.261409444	0.45833414	0.678374448	0.173043776	0.908332544
LOC100270746	-0.594735731	0.765317275	0.63184041	0.678741198	-0.359942723	0.925048691	-0.568467001	0.801515802
LOC100270804	-0.104157784	0.955177771	0.101146646	0.922411683	0.038198221	0.997445468	-0.437242045	0.680338247
LOC100271722	-0.4659589	0.752297499	-1.042334837	0.135968167	-0.76437501	0.540379535	-1.310265402	0.085084981
LOC100271831	0.733654884	0.364773826	-0.031877139	0.979997282	-0.328795935	0.825234719	-0.245912637	0.848277653
